run_date,run_id,source_name,source_category,platform_type,source_url,fetch_status,entries_found,articles_saved,error_message,source_quality_label
2026-05-26,20260526-060516-8f6cea4b,Multifamily Dive,Core Multifamily News,Other,https://www.multifamilydive.com/feeds/news/,OK,10,2,,Useful
2026-05-26,20260526-060516-8f6cea4b,Multifamily Executive,Core Multifamily News,Other,https://www.multifamilyexecutive.com/rss.xml,OK,10,3,,High Value
2026-05-26,20260526-060516-8f6cea4b,Yield PRO,Core Multifamily News,Other,https://yieldpro.com/feed/,OK,10,9,,High Value
2026-05-26,20260526-060516-8f6cea4b,Multi-Housing News,Core Multifamily News,Other,https://www.multihousingnews.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,GlobeSt,Core Multifamily News,Other,https://www.globest.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,Bisnow,Core Multifamily News,Other,https://www.bisnow.com/rss,OK,30,7,,High Value
2026-05-26,20260526-060516-8f6cea4b,Commercial Observer,Core Multifamily News,Other,https://commercialobserver.com/feed/,OK,17,3,,High Value
2026-05-26,20260526-060516-8f6cea4b,Connect CRE,Core Multifamily News,Other,https://www.connectcre.com/feed/,OK,10,3,,High Value
2026-05-26,20260526-060516-8f6cea4b,The Real Deal,Core Multifamily News,Other,https://therealdeal.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Other,https://eyeonhousing.org/category/multifamily/feed/,OK,18,13,,High Value
2026-05-26,20260526-060516-8f6cea4b,Construction Dive,Core Multifamily News,Other,https://www.constructiondive.com/feeds/news/,OK,10,0,,Watch
2026-05-26,20260526-060516-8f6cea4b,HousingWire,Core Multifamily News,Other,https://www.housingwire.com/feed/,OK,10,0,,Watch
2026-05-26,20260526-060516-8f6cea4b,Federal Reserve - Press Releases,Public Agency / Housing Data,Other,https://www.federalreserve.gov/feeds/press_all.xml,OK,20,0,,Watch
2026-05-26,20260526-060516-8f6cea4b,PERE,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-26,20260526-060516-8f6cea4b,Urban Land Institute,Institutional Real Estate / Capital Markets,Other,https://urbanland.uli.org/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,NMHC News,Institutional Real Estate / Capital Markets,Other,https://www.nmhc.org/news/rss/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,Freddie Mac Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-26,20260526-060516-8f6cea4b,Fannie Mae Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-26,20260526-060516-8f6cea4b,MBA Commercial / Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-26,20260526-060516-8f6cea4b,Walker & Dunlop Insights,Brokerage / Debt / Research,Other,https://www.walkerdunlop.com/insights/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-26,20260526-060516-8f6cea4b,Berkadia Research,Brokerage / Debt / Research,Other,https://berkadia.com/feed/,Failed,0,0,RSS parsing issue,Failing
